fixture,seed,policy,tol,step,input_index,value,is_reference,belief_before,accepted,agreement_before_update,belief_after
all_rejected,-1,accept_all,0.0,75,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.0,76,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.0,77,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.0,78,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.0,79,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.0,80,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,1,0,1.0,True,0.0,True,0.0,1.0
all_rejected,-1,reference_only,0.0,2,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,3,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,4,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,5,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,6,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,7,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,8,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,9,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,10,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,11,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,12,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,13,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,14,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,15,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,16,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,17,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,18,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,19,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,20,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,21,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,22,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,23,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,24,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,25,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,26,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,27,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,28,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,29,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,30,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,31,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,32,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,33,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,34,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,35,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,36,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,37,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,38,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,39,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,40,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,41,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,42,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,43,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,44,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,45,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,46,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,47,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,48,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,49,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,50,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,51,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,52,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,53,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,54,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,55,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,56,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,57,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,58,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,59,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,60,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,61,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,62,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,63,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,64,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,65,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,66,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,67,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,68,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,69,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,70,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,71,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,72,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,73,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,74,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,75,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,76,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,77,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,78,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,79,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.0,80,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,gated,0.01,1,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,2,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,3,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,4,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,5,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,6,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,7,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,8,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,9,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,10,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,11,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,12,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,13,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,14,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,15,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,16,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,17,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,18,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,19,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,20,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,21,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,22,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,23,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,24,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,25,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,26,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,27,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,28,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,29,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,30,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,31,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,32,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,33,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,34,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,35,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,36,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,37,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,38,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,39,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,40,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,41,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,42,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,43,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,44,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,45,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,46,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,47,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,48,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,49,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,50,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,51,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,52,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,53,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,54,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,55,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,56,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,57,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,58,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,59,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,60,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,61,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,62,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,63,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,64,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,65,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,66,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,67,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,68,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,69,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,70,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,71,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,72,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,73,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,74,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,75,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,76,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,77,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,78,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,79,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.01,80,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,accept_all,0.01,1,0,1.0,True,0.0,True,0.0,1.0
all_rejected,-1,accept_all,0.01,2,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,3,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,4,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,5,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,6,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,7,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,8,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,9,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,10,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,11,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,12,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,13,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,14,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,15,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,16,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,17,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,18,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,19,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,20,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,21,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,22,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,23,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,24,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,25,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,26,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,27,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,28,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,29,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,30,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,31,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,32,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,33,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,34,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,35,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,36,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,37,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,38,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,39,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,40,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,41,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,42,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,43,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,44,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,45,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,46,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,47,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,48,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,49,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,50,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,51,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,52,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,53,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,54,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,55,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,56,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,57,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,58,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,59,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,60,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,61,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,62,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,63,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,64,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,65,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,66,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,67,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,68,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,69,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,70,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,71,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,72,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,73,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,74,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,75,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,76,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,77,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,78,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,79,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,accept_all,0.01,80,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,1,0,1.0,True,0.0,True,0.0,1.0
all_rejected,-1,reference_only,0.01,2,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,3,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,4,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,5,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,6,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,7,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,8,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,9,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,10,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,11,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,12,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,13,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,14,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,15,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,16,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,17,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,18,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,19,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,20,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,21,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,22,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,23,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,24,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,25,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,26,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,27,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,28,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,29,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,30,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,31,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,32,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,33,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,34,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,35,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,36,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,37,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,38,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,39,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,40,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,41,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,42,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,43,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,44,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,45,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,46,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,47,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,48,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,49,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,50,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,51,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,52,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,53,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,54,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,55,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,56,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,57,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,58,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,59,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,60,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,61,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,62,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,63,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,64,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,65,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,66,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,67,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,68,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,69,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,70,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,71,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,72,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,73,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,74,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,75,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,76,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,77,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,78,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,79,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,reference_only,0.01,80,0,1.0,True,1.0,True,1.0,1.0
all_rejected,-1,gated,0.024,1,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.024,2,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.024,3,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.024,4,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.024,5,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.024,6,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.024,7,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.024,8,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.024,9,0,1.0,True,0.0,False,0.0,0.0
all_rejected,-1,gated,0.024,10,0,1.0,True,0.0,False,0.0,0.0
